advertiser_name,vertical
SCAN Health Plan,Pharmaceutical & Medical
National Association for the Advancement of Colored People (NAACP),"Government, Politics, and Social Concerns"
National Association for the Advancement of Colored People (NAACP),Life & Entertainment
SeatGeek,Life & Entertainment
Volunteers of America,"Government, Politics, and Social Concerns"
Bath Planet,Home & Garden
Elijah Craig,Food & Beverage
Vinia,Health & Beauty
Peace Corps,"Government, Politics, and Social Concerns"
University Of Florida,Education
ACE Brand,Pharmaceutical & Medical
Raceway Kia of Conshohocken,"Vehicles Parts, Supplies, and Services"
Aetna Medicare,Insurance
RAD Intel,Electronics & Communication
Texas A&M University,Education
Athenia Mason Supply,Home & Garden
Medicare Benefits Hotline,Insurance
Lomi,Electronics & Communication
St. Martin's Press,Life & Entertainment
L’ange Hair,Health & Beauty
Cicatricure,Health & Beauty
Papa Murphy’s,Restaurants
Commvault,Electronics & Communication
Nano Hearing Aids,Pharmaceutical & Medical
Uresta,Pharmaceutical & Medical
Colorectal Cancer Alliance,"Government, Politics, and Social Concerns"
Ambetter,Insurance
SlowMag Mg,Health & Beauty
Cox Communications,Electronics & Communication
CME Group,"Business, Finance, Legal, and Logistics"
CME Group,Life & Entertainment
Recticare,Pharmaceutical & Medical
Penn State,Education
ARW Home,Insurance
Ernesta,Retail Stores
Ricola,Food & Beverage
Ricola,Pharmaceutical & Medical
StoryWorth,Life & Entertainment
Covenant Books,Life & Entertainment
CLA,"Business, Finance, Legal, and Logistics"
SeaWorld,Travel
Health-Ade,Food & Beverage
Concourse Media,Life & Entertainment
Trinity Health PACE,Health & Beauty
Trinity Health PACE,Pharmaceutical & Medical
REACH,"Government, Politics, and Social Concerns"
Totino's,Food & Beverage
Wearever,"Apparel, Footwear, and Accessories"
NBA Store,Retail Stores
NBA Store,"Apparel, Footwear, and Accessories"
Pulsetto,Electronics & Communication
Atturo Tires,"Vehicles Parts, Supplies, and Services"
Bissell,Electronics & Communication
Bissell,Home & Garden
CFP Foundation,"Government, Politics, and Social Concerns"
Conicelli Autoplex,"Vehicles Parts, Supplies, and Services"
Sega,Life & Entertainment
Luminary Life,Insurance
University of Southern California,Education
NBA,Life & Entertainment
Carl’s Jr.,Restaurants
National Forest Foundation (NFF),"Government, Politics, and Social Concerns"
Primary Health Plus,Health
Primary Health Plus,Pharmaceutical & Medical
Atlanta News First,Life & Entertainment
Atlanta News First,Entertainment / Media / Leisure
LIV Golf,Life & Entertainment
Scripps Howard Foundation,"Government, Politics, and Social Concerns"
One Love Foundation,"Government, Politics, and Social Concerns"
CertaPro Painters,Home & Garden
Pocket Air by Bullseye,Home & Garden
Sweet Home Alabama,Travel
HealthMarkets,Electronics & Communication
HealthMarkets,Insurance
Annuity General,"Business, Finance, Legal, and Logistics"
Jägermeister,Food & Beverage
goPuff,Restaurants
Deckorators,Home & Garden
CordaRoy's,Home & Garden
Sherrill for NJ Governor,"Government, Politics, and Social Concerns"
Rotorazer,Home & Garden
Rust-Oleum,"Vehicles Parts, Supplies, and Services"
Rust-Oleum,Home & Garden
Patrón,Food & Beverage
Concussion Awareness Now,Pharmaceutical & Medical
Men's Liberty,Pharmaceutical & Medical
Massage Envy,Health & Beauty
LIVFRESH Dental,Health & Beauty
myQ,Life & Entertainment
myQ,Home & Garden
Los Angeles,Travel
Liverite,Health & Beauty
TIAA,"Business, Finance, Legal, and Logistics"
Castrol Oil Company,"Vehicles Parts, Supplies, and Services"
Joseph Prince Ministries,Life & Entertainment
Sanderson Farms,Food & Beverage
Tri-State Chevy Dealers,"Vehicles Parts, Supplies, and Services"
Bacardí,Food & Beverage
Bergey's Kia,"Vehicles Parts, Supplies, and Services"
Peptiva,Health & Beauty
Peptiva,Pharmaceutical & Medical
US Department of Homeland Security,"Government, Politics, and Social Concerns"
Prominent Medical Staffing,Pharmaceutical & Medical
Doctors Without Borders,"Government, Politics, and Social Concerns"
Copper Compression,"Apparel, Footwear, and Accessories"
Copper Compression,Pharmaceutical & Medical
WGN America,Life & Entertainment
Wyndham Hotels & Resorts,Life & Entertainment
Wyndham Hotels & Resorts,Travel
Boscov's,Retail Stores
Backcountry,"Apparel, Footwear, and Accessories"
M&T Bank,"Business, Finance, Legal, and Logistics"
Wahl,Health & Beauty
Post Consumer Brands,Food & Beverage
Finding True Peace,Life & Entertainment
Once Upon A Farm,Food & Beverage
Steve Wilkos,Life & Entertainment
Vanderbilt University,Education
Shipt,"Business, Finance, Legal, and Logistics"
National Hockey League (NHL),"Government, Politics, and Social Concerns"
National Hockey League (NHL),Life & Entertainment
Newsmax TV,Life & Entertainment
Newsmax TV,Entertainment / Media / Leisure
Beautyrest,Retail Stores
Beautyrest,Home & Garden
Amazing Facts International,"Government, Politics, and Social Concerns"
Amazing Facts International,Life & Entertainment
MasterCard,"Business, Finance, Legal, and Logistics"
FIJI Water,Food & Beverage
Texas Tech University,Education
Battery Daddy,Electronics & Communication
Dutch Boy,Home & Garden
The National Liberty Museum,Life & Entertainment
Government of Ontario,"Government, Politics, and Social Concerns"
New York 55,Life & Entertainment
New York 55,Entertainment / Media / Leisure
Anthem Tax Services,"Business, Finance, Legal, and Logistics"
Israel Government Advertising Agency (LAPAM),"Government, Politics, and Social Concerns"
RLJE Films,Life & Entertainment
Cellino Law,"Business, Finance, Legal, and Logistics"
Commonwealth Leaders Fund,"Government, Politics, and Social Concerns"
Baerskin Tactical,Life & Entertainment
Bright Sky,"Government, Politics, and Social Concerns"
Continental Tire,"Vehicles Parts, Supplies, and Services"
Tompkins VIST Bank,"Business, Finance, Legal, and Logistics"
NY State of Health,Insurance
H2O X5,Home & Garden
BTN,Life & Entertainment
BTN,Entertainment / Media / Leisure
Grain Wood Furniture,Home & Garden
CBSN New York,Life & Entertainment
Invictus Hose,Home & Garden
Hy-Vee,Retail Stores
DP World,"Business, Finance, Legal, and Logistics"
Showbiz Direct,Life & Entertainment
RxPros,Health & Beauty
Great American Family,Life & Entertainment
Great American Family,Entertainment / Media / Leisure
Discover Boating,"Government, Politics, and Social Concerns"
AmeShop USA,Retail Stores
AmeShop USA,"Apparel, Footwear, and Accessories"
Restore New Jersey,"Government, Politics, and Social Concerns"
KPMG,"Business, Finance, Legal, and Logistics"
Liberty Tabletop,Home & Garden
Harris Keenan & Goldfarb,"Business, Finance, Legal, and Logistics"
PING,Life & Entertainment
Future for Football,Life & Entertainment
Milton Hershey School,Education
Powerball,Life & Entertainment
First Book,"Government, Politics, and Social Concerns"
Paingone,Pharmaceutical & Medical
American Indian College Fund,"Government, Politics, and Social Concerns"
Movies!,Life & Entertainment
Healthcare 4 All,Insurance
Govee,Home & Garden
Live with Kelly and Mark,Life & Entertainment
The Community Foundation of the Texas Hill Country,"Government, Politics, and Social Concerns"
American Petroleum Institute (API),Energy & Power
iRESTORE,Health & Beauty
America's Navy,"Government, Politics, and Social Concerns"
Illinois Office of Tourism,Travel
Polestar,Vehicles Manufacturers
Belonging Begins with Us,"Government, Politics, and Social Concerns"
Professional Golfers' Association of America (PGA),Education
Professional Golfers' Association of America (PGA),Life & Entertainment
Vivint,Home and Garden
Vivint,Home & Garden
Hersheypark,Life & Entertainment
Hersheypark,Travel
Lean In,"Government, Politics, and Social Concerns"
National Blood Clot Alliance (NBCA),Pharmaceutical & Medical
Cure Auto Insurance,Insurance
Carl's Golfland,Retail Stores
Scheels Sports,Retail Stores
Champion,Retail Stores
Champion,"Apparel, Footwear, and Accessories"
Vibratone,Electronics & Communication
Daytona International Speedway,Life & Entertainment
University of Missouri,Education
Piazza Subaru of Limerick,"Vehicles Parts, Supplies, and Services"
Brigham Young University (BYU),Education
Power Crunch,Food & Beverage
Motor Home Specialist,"Vehicles Parts, Supplies, and Services"
CDC Foundation,"Government, Politics, and Social Concerns"
BullsEye Air,Electronics & Communication
The Trust for Public Land,"Government, Politics, and Social Concerns"
Hard Rock Hotel & Casino,Travel
Blissy,Home & Garden
On (on.com),Life & Entertainment
Breastcancer.org,"Government, Politics, and Social Concerns"
Temple Health,Life & Entertainment
Temple Health,Pharmaceutical & Medical
Hudson Hyundai,"Vehicles Parts, Supplies, and Services"
Mike's Hard Lemonade,Food & Beverage
Mercury,"Business, Finance, Legal, and Logistics"
Dormeo,Home & Garden
First Tee,"Government, Politics, and Social Concerns"
Florida Power & Light Company (FPL),Energy & Power
Clemson University,Education
ecoNugenics,Health & Beauty
Matsato,Home & Garden
Granite Run Buick GMC,"Vehicles Parts, Supplies, and Services"
DailyWire+,Life & Entertainment
Abbott Laboratories,Pharmaceutical & Medical
Wowee Cleaner,Home & Garden
FM,Insurance
Muscular Dystrophy Association (MDA),"Government, Politics, and Social Concerns"
The Salvation Poem Foundation,Life & Entertainment
National Council of State Boards of Nursing (NCSBN),"Government, Politics, and Social Concerns"
Laura Geller Beauty,Health & Beauty
Royal Prestige,Electronics & Communication
Royal Prestige,Home & Garden
Les Misérables US Tour,Life & Entertainment
GolfTEC,Education
GolfTEC,Electronics & Communication
KeyBank,"Business, Finance, Legal, and Logistics"
Royal Farms,Retail Stores
Bring a Trailer,"Vehicles Parts, Supplies, and Services"
Shady Rays,"Apparel, Footwear, and Accessories"
J.G. Wentworth,"Business, Finance, Legal, and Logistics"
Creflo Dollar Ministries,"Government, Politics, and Social Concerns"
Creflo Dollar Ministries,Life & Entertainment
University of Notre Dame,Education
Temple University,Education
Wecht for PA Supreme Court,"Government, Politics, and Social Concerns"
Affordable Life Insurance Helpline,Insurance
Genucel,Health & Beauty
Félix,"Business, Finance, Legal, and Logistics"
Grow Advertising,"Business, Finance, Legal, and Logistics"
Mortgage Defense Line,"Business, Finance, Legal, and Logistics"
Luke's Wings,"Government, Politics, and Social Concerns"
Auburn University,Education
National Urban League,"Government, Politics, and Social Concerns"
National Urban League,Life & Entertainment
HSBC,"Business, Finance, Legal, and Logistics"
Substitute Teacher Service (STS),Education
New York Life,"Business, Finance, Legal, and Logistics"
New York Life,Insurance
Reach NJ,"Government, Politics, and Social Concerns"
Independence,Insurance
Goodwill-Easter Seals Minnesota,"Government, Politics, and Social Concerns"
Mahindra ROXOR,Vehicles Manufacturers
GlobalGiving,"Government, Politics, and Social Concerns"
Jelly Belly,Food & Beverage
Neuliven Health,Health & Beauty
OnDeck,"Business, Finance, Legal, and Logistics"
Knee Pain Centers of America,Pharmaceutical & Medical
Swiss America,Retail Stores
Swiss America,"Business, Finance, Legal, and Logistics"
Swiss America,Life & Entertainment
Aon,"Business, Finance, Legal, and Logistics"
Dignity Memorial,"Government, Politics, and Social Concerns"
The Yankowitz Law Firm,"Business, Finance, Legal, and Logistics"
My Moody Bible,Electronics & Communication
Australian Dream,Pharmaceutical & Medical
Lifetime Movie Club,Life & Entertainment
Spendthrift,Life & Entertainment
Spendthrift,Pets
Mullvad VPN,Electronics & Communication
Albed Rug Company,Retail Stores
University of Iowa,Education
Withum,"Business, Finance, Legal, and Logistics"
Play-Doh,Life & Entertainment
Spike TV,Life & Entertainment
Maestro Dobel Tequila,Food & Beverage
United States Tennis Association (USTA),Life & Entertainment
Barnakl,Home & Garden
Twilio,Electronics & Communication
Epic Games,Life & Entertainment
Vinted,Retail Stores
Florida State University,Education
InventHelp,"Business, Finance, Legal, and Logistics"
BJ’s,Restaurants
Monster Energy,Food & Beverage
Monster Energy,Life & Entertainment
MyFico,"Business, Finance, Legal, and Logistics"
Lipozene,Food & Beverage
Lipozene,Health & Beauty
DraftKings Sportsbook,Life & Entertainment
Hackensack Meridian Health,Life & Entertainment
Hackensack Meridian Health,Pharmaceutical & Medical
Sports Betting Alliance,"Government, Politics, and Social Concerns"
Sports Betting Alliance,Life & Entertainment
Function Health,Pharmaceutical & Medical
Conicelli Nissan,"Vehicles Parts, Supplies, and Services"
Summer House Institute,"Government, Politics, and Social Concerns"
Golfballs.com,Life & Entertainment
Hallmark Movies & Mysteries,Life & Entertainment
TMZ Celebrity Tour,Travel
Compliance Solutions,"Business, Finance, Legal, and Logistics"
FeatherSnap,Electronics & Communication
WisdomTree,"Business, Finance, Legal, and Logistics"
Fox Chase Cancer Center,Pharmaceutical & Medical
Nasdaq,"Business, Finance, Legal, and Logistics"
Rebuilding Together,"Government, Politics, and Social Concerns"
Better,"Business, Finance, Legal, and Logistics"
conEdison,Energy & Power
Claiborne Farm,Pets
Explora Journey,Travel
Genesis of Conshohocken,"Vehicles Parts, Supplies, and Services"
Nickelodeon Our World,Travel
Buckman's Ski & Snowboard Shop,Retail Stores
Team USA,Life & Entertainment
Florida Lottery,Life & Entertainment
The Hartford,Insurance
Healthfirst,Life & Entertainment
Healthfirst,Insurance
ReliaQuest,"Business, Finance, Legal, and Logistics"
Levi's,"Apparel, Footwear, and Accessories"
Old Glory Bank,"Business, Finance, Legal, and Logistics"
Jiffy Lube,"Vehicles Parts, Supplies, and Services"
Theatrical Rights Worldwide,Life & Entertainment
Lucas Oil,"Vehicles Parts, Supplies, and Services"
2026 Benefits Hotline,Insurance
Parx Casino,Life & Entertainment
March of Dimes,"Government, Politics, and Social Concerns"
March of Dimes,Government / Organizations
Americans for Prosperity (AFP),"Government, Politics, and Social Concerns"
Cleveland Golf,Retail Stores
Cleveland Golf,Life & Entertainment
NHRA,Life & Entertainment
NHRA,Entertainment / Media / Leisure
"Oresky & Associates, pllc","Business, Finance, Legal, and Logistics"
Hidden Links,Travel
Made In Cookware,Home & Garden
DiscoverPublishers.com,"Business, Finance, Legal, and Logistics"
The Sculpt Society,"Apparel, Footwear, and Accessories"
Hamilton,Life & Entertainment
Zekelman Industries,Vehicles Manufacturers
The Phantom of the Opera,Life & Entertainment
Capgemini,"Business, Finance, Legal, and Logistics"
Acts Retirement-Life Communities,Health & Beauty
Acts Retirement-Life Communities,Home & Garden
World Series of Poker (WSOP),Life & Entertainment
Margaritaville,Travel
Tissot,"Apparel, Footwear, and Accessories"
Away,"Apparel, Footwear, and Accessories"
Assured Guaranty,"Business, Finance, Legal, and Logistics"
PGA Tour Superstore,Retail Stores
Alber Service Company,Home & Garden
Beats,Electronics & Communication
Happy Nappers,Life & Entertainment
Happy Nappers,Pets
The Real Deal on Fentanyl,"Government, Politics, and Social Concerns"
National Crime Prevention Council (NCPC),"Government, Politics, and Social Concerns"
ARS Rescue Rooter,Services
ARS Rescue Rooter,Home & Garden
SuperStroke,Life & Entertainment
"Steinger, Greene & Feiner","Business, Finance, Legal, and Logistics"
NBA Cares,"Government, Politics, and Social Concerns"
Wren Kitchens,Electronics & Communication
University of Washington,Education
Feetures,"Apparel, Footwear, and Accessories"
P.C. Richard & Son,Retail Stores
Matchbox,Life & Entertainment
TMZ,Life & Entertainment
Felo,Home & Garden
Visit Pensacola,Travel
"University of California, Los Angeles (UCLA)",Education
Rubrik,Electronics & Communication
Better Mortgage,"Business, Finance, Legal, and Logistics"
Georgia Institute of Technology,Education
University of Illinois Urbana-Champaign,Education
The National Domestic Violence Hotline,"Government, Politics, and Social Concerns"
Mountain West Conference,Life & Entertainment
